join_s,sch_s,sch_r,adv_r,data_s,dist_ch_to_bs,dist_to_ch,expaned_energy,rank,send_code,who_ch,is_target
1,0,1,16,160,0.0,3.22047,0.25907,2,9,207063,0
1,0,1,8,96,0.0,7.26251,0.15541,3,6,101018,0
1,0,1,3,46,0.0,46.2361,0.07786,18,3,101076,0
1,0,1,6,55,0.0,19.09585,0.09456,11,2,209058,0
1,0,1,6,181,0.0,4.43034,0.48411,2,1,207100,0
1,0,1,8,90,0.0,10.31027,0.15019,8,6,113067,0
1,0,1,3,18,0.0,25.56164,0.03533,15,3,103043,0
1,0,1,5,53,0.0,43.20799,0.09394,21,1,102013,0
1,0,0,28,0,0.0,133.35236,0.00609,39,2,106054,0
1,0,1,5,85,0.0,38.92482,0.14174,9,1,101003,0
1,0,1,4,57,0.0,23.62869,0.09867,5,4,210023,0
1,0,1,28,20,0.0,84.93439,1.6208,52,10,104001,0
1,0,1,7,111,0.0,9.58132,0.18467,1,3,115053,0
1,0,1,2,25,0.0,70.38458,0.05044,21,1,105008,0
1,0,1,11,160,135.24279,2.96837,0.26276,4,10,116006,0
1,0,1,8,206,0.0,4.78165,0.33416,1,3,110097,0
1,0,1,6,55,0.0,9.16076,0.09399,12,6,112048,0
1,0,1,4,80,0.0,23.87584,0.13568,8,2,107020,0
1,0,1,6,55,0.0,11.96671,0.09468,1,2,208093,0
1,0,0,28,0,0.0,34.80796,1.57071,31,2,105098,0
1,0,1,1,14,0.0,100.5217,0.03497,64,1,109021,0
1,0,1,2,37,0.0,30.01714,0.06653,10,2,206075,0
1,0,0,28,0,0.0,30.74247,0.00614,3,3,105098,0
1,0,0,28,0,0.0,20.88848,0.00611,4,15,204022,0
1,0,1,5,80,0.0,21.85194,0.13771,1,3,204088,0
1,0,1,3,28,0.0,18.93949,0.0505,37,2,112049,0
1,0,1,5,57,0.0,20.42283,0.09847,10,3,116036,0
1,0,0,12,0,0.0,16.19281,0.10862,4,6,202100,0
1,0,1,7,144,0.0,12.06039,0.2384,3,4,111077,0
1,0,1,4,38,0.0,13.10906,0.06649,18,4,208058,0
1,0,1,4,27,0.0,58.02285,0.05416,3,1,110024,0
1,0,0,28,0,0.0,132.81958,0.00616,26,2,103096,0
0,0,0,5,13,157.75032,0.0,2.04036,7,0,109100,0
1,0,1,5,80,160.481,17.12283,0.46625,6,4,202055,0
1,0,1,4,51,0.0,57.17186,0.09413,10,2,102064,0
1,0,0,5,0,0.0,9.31634,0.00589,11,4,118046,0
1,0,1,6,49,0.0,55.02835,0.08945,19,2,202064,0
1,0,1,4,24,0.0,24.29952,0.04465,37,2,112054,0
1,0,1,2,22,0.0,25.70232,0.04199,5,1,119048,0
1,0,1,6,181,0.0,6.65719,0.29741,2,5,106081,0
1,0,1,3,35,0.0,21.99123,0.0576,12,3,101048,0
1,0,1,7,57,0.0,63.19834,0.10529,19,7,115019,0
1,0,1,2,17,145.47059,35.18583,0.03324,65,1,201020,0
1,0,1,7,60,0.0,14.65919,0.11195,7,3,102051,0
1,0,1,7,62,0.0,18.94737,0.10159,17,4,105051,0
1,0,1,5,131,138.36722,78.73923,0.24913,1,5,202009,0
1,0,1,3,90,0.0,15.99122,0.15096,1,3,120003,0
1,0,1,5,48,0.0,24.10218,0.08399,10,3,109079,0
1,0,1,4,53,0.0,32.01137,0.09259,13,2,105054,0
1,0,1,8,160,0.0,26.36801,0.26782,3,1,207029,0
1,0,1,6,65,0.0,26.96362,0.11141,14,4,104027,0
1,0,1,8,111,0.0,19.40039,0.18546,7,3,110093,0
1,0,0,28,0,0.0,56.74835,0.00738,42,2,110087,0
1,0,1,8,90,0.0,9.21362,0.15088,1,1,108099,0
1,0,1,6,30,0.0,61.16543,0.05743,40,5,109032,0
1,0,1,5,90,0.0,3.0131,0.14999,9,5,111045,0
1,0,1,7,65,0.0,6.43369,0.11012,8,7,113045,0
1,0,1,7,48,0.0,29.22073,0.08423,20,2,114093,0
1,0,1,4,34,0.0,58.58891,0.06478,1,3,113029,0
1,0,1,3,55,0.0,20.84027,0.09457,16,3,105006,0
1,0,1,4,31,0.0,80.62527,0.06245,35,1,110033,0
1,0,1,3,68,0.0,34.64799,0.11911,13,2,106049,0
1,0,1,13,28,0.0,11.73571,0.04528,43,5,101095,0
1,0,1,6,131,0.0,10.48913,0.21735,1,4,205077,0
1,0,1,6,33,0.0,9.01278,0.05918,1,5,120034,0
1,0,1,3,57,0.0,24.03139,0.09779,1,1,209003,0
1,0,1,6,32,0.0,35.06039,0.05834,26,2,201009,0
1,0,1,10,85,0.0,16.85432,0.14332,2,8,201100,0
1,0,0,27,0,0.0,13.56469,0.00633,1,2,102088,0
1,0,1,6,131,0.0,12.54239,0.21774,1,6,103047,0
1,0,1,4,90,0.0,16.7757,0.49933,2,4,118009,0
1,0,1,8,90,0.0,13.15051,0.15113,1,5,207100,0
1,0,1,5,60,0.0,13.08736,0.10222,1,3,117068,0
1,0,1,7,111,0.0,22.89308,0.18644,5,3,104056,0
0,0,0,0,13,134.94822,0.0,1.05526,0,0,310100,0
1,0,0,9,0,0.0,13.56469,0.06588,11,1,201100,0
1,0,1,5,29,0.0,48.11721,0.0552,1,4,104009,0
1,0,1,2,17,0.0,26.14253,0.02806,56,1,101020,0
1,0,0,28,0,0.0,46.59266,0.00965,79,2,103063,0
1,0,1,1,13,0.0,79.39684,0.02943,62,1,104075,0
1,0,1,5,76,0.0,23.23308,0.12979,1,5,116091,0
1,0,1,7,24,0.0,27.68694,0.0443,44,7,103054,0
0,0,0,4,13,142.10787,0.0,1.26396,54,0,202100,0
1,0,1,6,72,0.0,24.52537,0.12348,3,5,116020,0
1,0,1,4,28,0.0,12.01315,0.05074,18,3,105001,0
1,0,1,10,90,0.0,12.75205,0.15047,8,2,208029,0
1,0,1,5,48,0.0,26.34925,0.08354,1,2,208058,0
1,0,1,2,15,0.0,55.40289,0.39411,23,1,108013,0
1,0,1,5,96,0.0,15.08226,0.16094,5,2,103088,0
1,0,1,4,32,0.0,18.24333,0.05803,1,4,105002,0
1,0,1,4,28,0.0,24.81269,0.05143,11,4,106033,0
1,0,1,8,85,0.0,15.01557,0.14261,1,5,112005,0
1,0,1,3,17,0.0,42.12592,0.03411,25,2,211001,0
1,0,1,5,103,0.0,9.17942,0.16772,6,4,115066,0
1,0,1,4,27,0.0,28.61919,0.05035,1,1,104051,0
1,0,1,2,17,0.0,50.35491,0.03425,52,2,112052,0
0,0,0,5,0,159.31297,0.0,1.06723,0,0,301100,0
1,0,1,7,43,0.0,19.20477,0.0746,28,4,113037,0
1,0,1,5,103,0.0,2.44936,0.17151,1,4,115021,0
1,0,1,5,90,0.0,26.71898,0.15244,1,5,211005,0
1,0,1,4,68,0.0,39.19029,0.1183,15,1,109080,0
1,0,1,7,160,0.0,20.67517,0.26593,2,1,108044,0
1,0,1,4,23,0.0,21.89746,0.04319,1,2,102073,0
1,0,1,8,96,0.0,18.86998,0.16092,7,7,104010,0
1,0,1,6,45,0.0,23.19391,0.08067,5,2,106044,0
1,0,1,10,26,0.0,104.42889,1.24964,21,5,110054,0
1,0,1,4,111,0.0,21.0652,0.1863,3,1,110008,0
1,0,1,9,17,0.0,53.34802,0.03576,46,4,103096,0
0,1,0,6,0,118.5561,0.0,2.52983,0,0,111010,0
1,0,1,2,30,0.0,26.69839,0.05391,41,1,105015,0
1,0,1,4,68,0.0,45.29161,0.12042,5,4,212078,0
1,0,1,4,53,0.0,43.121,0.09497,1,4,113020,0
1,0,1,4,22,0.0,47.67931,0.04235,1,4,110096,0
1,0,1,1,14,0.0,51.96064,0.03017,1,1,113100,0
1,0,1,4,36,0.0,31.13469,0.06421,1,1,107083,0
1,0,1,7,90,0.0,3.22047,0.14487,11,3,101028,0
0,1,0,4,0,86.38915,0.0,2.31022,0,0,109019,0
1,0,1,8,60,0.0,18.31869,0.10689,19,1,113050,0
1,0,1,3,42,0.0,55.18164,0.07832,3,3,110031,0
1,0,1,4,43,0.0,31.13469,0.07639,8,3,103033,0
1,0,1,2,16,0.0,44.25507,0.03289,17,1,204065,0
1,0,1,5,37,0.0,35.04237,0.06651,1,2,115079,0
1,0,1,8,43,0.0,24.33438,0.07754,1,1,120005,0
1,0,1,7,131,0.0,29.13789,0.22087,4,2,107042,0
1,0,1,8,144,0.0,8.94941,0.23751,5,2,102050,0
0,0,0,6,13,126.71753,0.0,3.69681,0,0,211100,0
1,0,1,8,42,0.0,23.57565,0.07555,1,1,114033,0
1,0,1,6,90,0.0,28.13217,0.15278,8,1,108065,0
1,0,1,3,15,0.0,68.06756,0.03118,79,2,115073,0
1,0,1,3,23,0.0,37.58092,0.0433,1,2,116079,0
1,0,1,5,43,0.0,13.17446,0.07418,28,4,117044,0
1,0,1,7,57,0.0,4.73337,0.09743,6,4,111053,0
1,0,1,2,55,0.0,30.1451,0.10039,13,1,112017,0
1,0,1,1,13,0.0,25.5012,0.19572,40,1,102018,0
1,0,1,6,25,0.0,12.76251,1.28582,1,2,116063,0
1,0,1,6,36,158.09734,42.41542,0.06541,30,2,201065,0
1,0,1,2,16,0.0,63.53504,0.03434,4,2,115005,0
1,0,1,4,111,0.0,11.02691,1.48613,4,1,103065,0
1,0,1,7,40,0.0,24.75023,0.07101,8,5,108041,0
1,0,1,12,96,0.0,27.04742,0.16323,2,11,112070,0
1,0,1,4,49,0.0,38.81668,0.08703,1,3,204035,0
1,0,1,5,53,0.0,44.53049,0.09454,15,1,118085,0
1,0,1,4,37,0.0,37.2048,0.06179,22,1,101089,0
1,0,1,7,111,0.0,25.92501,0.18783,1,1,113023,0
1,0,1,9,60,0.0,28.23781,0.1057,1,8,204023,0
1,0,1,5,51,0.0,25.53654,0.08884,11,1,110051,0
1,0,1,4,41,0.0,15.82954,0.07158,19,2,107017,0
1,0,1,3,35,0.0,11.17711,0.06138,29,2,105048,0
1,0,1,7,96,0.0,41.89755,0.16655,8,1,111054,0
1,0,1,7,160,0.0,4.67584,0.26376,1,1,111099,0
1,0,1,6,60,0.0,17.18682,0.10277,9,4,111001,0
1,0,1,8,53,0.0,11.93743,0.09097,1,5,111033,0
1,0,1,6,55,0.0,16.3627,0.09411,1,1,203039,0
1,0,1,2,0,0.0,9.97023,0.00583,7,1,114054,0
1,0,1,7,68,0.0,6.43369,0.11487,11,1,205046,0
1,0,1,2,15,0.0,69.2869,0.03207,62,1,102068,0
1,0,1,27,32,0.0,52.05785,0.05619,5,13,101075,0
1,0,0,4,0,0.0,10.68499,0.0059,1,4,118005,0
1,0,1,5,17,0.0,38.46896,0.03326,1,1,108073,0
1,0,1,6,85,0.0,24.66173,0.14418,5,2,111018,0
1,0,1,7,60,0.0,11.83155,0.10164,1,5,112018,0
1,0,1,8,120,0.0,35.88446,0.2047,3,4,108100,0
1,0,1,5,45,0.0,15.01474,0.07833,13,4,113020,0
1,0,1,2,23,0.0,66.41594,0.0458,51,2,106069,0
0,1,0,5,0,170.37838,0.0,2.52216,0,0,112098,0
1,0,1,2,18,0.0,62.05136,0.0374,1,2,116005,0
1,0,1,7,160,0.0,2.9911,0.26292,4,1,113081,0
0,0,0,4,13,86.03446,0.0,1.91759,27,0,118100,0
1,0,1,6,49,0.0,29.59876,0.08627,1,4,102003,0
1,0,1,7,51,0.0,20.84027,0.08823,13,2,114006,0
1,0,1,7,49,0.0,3.97197,0.08383,17,6,204041,0
1,0,1,4,111,0.0,10.62966,0.18451,6,1,110008,0
1,0,1,10,49,0.0,24.26185,0.26085,21,10,301080,0
1,0,1,4,32,0.0,45.94931,0.05983,10,4,211032,0
1,0,1,5,62,0.0,22.18396,0.10699,1,2,118058,0
1,0,1,3,20,0.0,34.16362,0.03849,35,2,108049,0
1,0,1,5,96,0.0,35.30145,0.1591,1,1,101063,0
1,0,1,5,24,0.0,18.19314,0.0394,1,2,101073,0
1,0,1,6,57,0.0,52.0748,0.10355,5,4,109005,0
1,0,1,3,27,0.0,32.62355,0.04928,46,1,116098,0
1,0,1,7,40,0.0,17.03953,0.07025,17,1,113058,0
1,0,1,8,57,0.0,14.50171,0.09781,1,3,115029,0
1,0,1,5,35,0.0,31.87196,0.0629,24,3,111023,0
1,0,1,2,35,0.0,38.51326,0.06329,31,2,112082,0
1,0,1,6,53,0.0,18.01794,0.09094,18,1,119040,0
1,0,1,1,14,0.0,59.82572,0.03049,1,1,204039,0
1,0,1,6,96,0.0,12.36875,0.15995,10,3,102099,0
1,0,1,7,111,0.0,6.79256,0.18463,4,1,102077,0
1,0,1,8,72,0.0,15.37035,0.12247,3,3,119012,0
1,0,1,8,48,0.0,13.02146,0.08253,21,3,105020,0
1,0,1,4,51,0.0,36.84099,0.08546,1,4,101005,0
1,0,1,4,18,0.0,53.78241,0.03574,73,1,108078,0
1,0,1,5,45,0.0,56.91281,0.08326,17,3,108020,0
1,0,1,3,23,0.0,54.835,0.04457,1,3,116058,0
1,0,1,5,53,0.0,32.40232,0.09339,3,5,204030,0
1,0,1,3,57,0.0,33.79091,0.09982,7,3,114083,0
0,1,0,9,0,168.34081,0.0,2.94075,0,0,116072,0
1,0,1,2,18,0.0,4.91248,0.03453,34,1,102005,0
1,0,1,9,181,0.0,8.21616,0.29817,2,4,208083,0
1,0,1,4,31,0.0,26.64123,0.05544,41,3,205024,0
1,0,1,6,49,0.0,28.18531,0.08595,7,5,209009,0
1,0,1,7,120,0.0,2.7186,0.1986,3,3,108023,0
1,0,1,3,41,0.0,62.7588,0.07784,5,2,114060,0
1,0,1,6,103,0.0,11.98781,0.17164,6,5,204088,0
1,0,1,7,72,0.0,43.18286,0.12632,1,3,119092,0
1,0,1,9,53,0.0,27.63014,0.09264,7,7,210046,0
1,0,1,4,43,0.0,9.85326,0.07454,20,3,105096,0
1,0,1,5,62,0.0,26.67503,0.1069,8,2,115099,0
0,1,0,7,0,149.39919,0.0,1.86395,0,0,103092,0
1,0,1,3,32,0.0,77.24775,0.06433,8,1,115041,0
1,0,1,6,144,0.0,11.97024,0.23886,1,1,109002,0
1,0,1,4,96,0.0,26.80239,0.16255,8,4,112090,0
1,0,1,6,111,0.0,20.92086,0.18232,3,4,115074,0
1,0,1,5,51,0.0,20.74669,0.08815,17,3,117024,0
1,0,1,4,26,0.0,40.22505,0.04823,47,2,113023,0
1,0,1,7,90,0.0,22.26821,0.1517,9,2,111091,0
1,0,0,27,0,0.0,36.29324,1.28497,17,8,208081,0
1,0,1,1,13,0.0,33.30696,0.02754,20,1,112078,0
1,0,1,8,103,0.0,8.68776,0.17219,2,5,114001,0
1,0,1,5,40,0.0,11.28684,0.06971,22,4,106052,0
1,0,1,2,17,0.0,41.71318,0.03351,1,1,209071,0
1,0,1,3,103,0.0,22.11984,0.17269,9,2,115022,0
1,0,1,2,27,0.0,30.99677,0.05036,7,2,105087,0
1,0,1,5,120,0.0,15.30008,0.19949,4,4,102070,0
1,0,1,7,76,0.0,36.99018,0.13207,9,2,107076,0
1,0,1,3,24,0.0,17.96801,0.04366,53,2,116079,0
1,0,1,3,21,0.0,26.40429,0.03956,45,2,111011,0
1,0,1,6,55,0.0,44.95781,0.09808,1,2,208093,0
1,0,1,6,36,0.0,17.1511,0.06371,18,4,114033,0
1,0,1,4,28,0.0,23.19694,0.05054,1,1,111016,0
1,0,1,4,53,0.0,18.9519,0.09194,3,3,103079,0
1,0,1,6,42,0.0,24.81269,0.07406,1,3,114033,0
1,0,1,28,46,0.0,87.84499,0.26955,25,1,113069,0
1,0,1,4,42,0.0,46.74012,0.07627,1,4,114054,0
1,0,0,28,0,0.0,39.35636,0.00613,60,3,103079,0
1,0,1,4,24,0.0,26.36093,0.04634,15,3,115048,0
1,0,1,3,30,0.0,51.69563,0.05639,33,2,120065,0
1,0,1,5,85,0.0,10.47831,0.14309,4,5,203088,0
1,0,1,27,22,0.0,24.29341,0.03722,9,1,101064,0
0,0,0,0,13,159.31297,0.0,0.21616,0,0,1301100,0
1,0,1,6,57,0.0,4.78092,0.09774,1,1,115096,0
1,0,1,5,26,0.0,33.08825,0.04987,1,1,114058,0
1,0,1,5,51,0.0,51.67912,0.08753,14,2,101028,0
0,1,0,6,0,159.23159,0.0,2.80751,0,0,119004,0
0,0,0,0,13,144.22579,0.0,1.12998,0,0,303100,0
0,0,0,7,8,125.44343,0.0,1.87219,19,0,111100,0
1,0,1,7,32,0.0,35.24693,0.05551,1,7,101040,0
1,0,1,8,57,0.0,37.75039,0.09602,14,7,107044,0
1,0,1,28,0,0.0,20.88855,0.91094,27,1,105045,0
1,0,1,2,16,0.0,71.21988,0.0341,1,1,114051,0
1,0,1,5,24,0.0,55.32968,0.04847,1,2,109005,0
1,0,1,5,57,0.0,4.41022,0.09689,13,3,105044,0
1,0,1,6,76,0.0,36.36652,0.13117,11,2,209073,0
1,0,1,27,18,0.0,33.97912,1.11571,17,1,103073,0
1,0,0,19,0,0.0,66.21432,0.00615,13,1,102054,0
1,0,1,4,85,0.0,17.44187,0.1439,1,4,114045,0
1,0,1,8,53,0.0,34.02383,0.09445,1,7,103061,0
1,0,1,3,39,0.0,38.83522,0.07009,23,1,107023,0
1,0,1,5,24,0.0,49.39159,0.04816,1,2,109005,0
1,0,1,1,13,0.0,38.15129,0.02704,65,1,113043,0
1,0,1,6,76,0.0,6.50258,0.12843,1,4,104069,0
1,0,1,4,36,0.0,39.38052,0.0653,1,1,107083,0
1,0,1,7,20,0.0,53.85297,0.04105,33,7,108063,0
1,0,1,3,23,0.0,49.44055,0.04452,1,3,116058,0
1,0,1,2,24,0.0,32.67607,0.04522,23,2,105025,0
1,0,1,8,57,0.0,34.26458,0.09971,1,8,119090,0
1,0,1,4,80,0.0,17.36573,0.13519,9,4,120045,0
1,0,1,1,13,0.0,30.80669,0.027,53,1,104075,0
1,0,1,7,72,0.0,12.18407,0.11696,7,2,101028,0
1,0,1,7,41,0.0,28.7747,0.07253,19,6,114088,0
1,0,1,9,62,0.0,13.68597,0.10124,1,6,101027,0
1,0,1,8,34,0.0,4.76446,0.05568,1,1,101063,0
1,0,1,10,111,173.55195,13.10711,0.18484,5,1,201100,0
1,0,1,8,42,0.0,23.63438,0.07525,1,1,108041,0
1,0,1,3,144,0.0,9.58266,0.23743,5,1,108021,0
1,0,1,5,40,0.0,28.19728,0.07038,31,2,119090,0
1,0,0,18,0,0.0,92.18781,1.66137,11,2,108039,0
1,0,1,4,85,0.0,34.31407,0.14608,7,3,102073,0
1,0,1,5,103,0.0,19.2811,0.17338,2,2,107099,0
1,0,1,9,85,0.0,13.08736,0.14244,9,5,110018,0
1,0,1,13,120,0.0,12.11557,1.7084,3,3,303100,0
1,0,1,4,60,0.0,46.04168,0.10662,1,3,202001,0
1,0,1,7,37,0.0,35.27228,0.06734,17,5,119000,0
1,0,1,7,90,0.0,9.31634,0.15031,7,3,204100,0
1,0,1,8,131,0.0,6.6892,0.21624,6,7,114002,0
1,0,1,5,53,0.0,58.5575,0.09831,1,3,118044,0
1,0,1,4,53,0.0,43.88509,0.09409,1,2,120018,0
1,0,1,7,60,0.0,6.50105,0.10206,8,6,109005,0
1,0,1,3,36,0.0,29.35131,0.06444,1,1,206100,0
1,0,1,5,85,0.0,12.2226,0.14285,7,2,105073,0
1,0,1,4,14,0.0,3.97197,0.02783,71,3,102041,0
1,0,1,10,131,0.0,13.15051,0.21688,6,9,201100,0
1,0,1,9,76,0.0,19.74936,0.1294,1,3,104032,0
1,0,1,7,80,0.0,10.18335,0.13489,6,1,107075,0
1,0,1,4,40,0.0,8.29305,0.07044,3,3,204033,0
1,0,1,9,14,0.0,48.43774,0.03024,64,4,104096,0
1,0,1,6,72,0.0,19.05627,0.12195,13,1,105020,0
1,0,1,2,14,0.0,94.50497,0.02745,92,1,101020,0
1,0,1,5,62,0.0,15.75646,0.10599,1,2,209069,0
1,0,1,4,17,0.0,50.30831,0.03476,33,3,104016,0
1,0,1,1,13,0.0,53.09123,0.02733,1,1,108069,0
1,0,1,3,22,0.0,37.89465,0.04159,51,1,114041,0
1,0,1,4,27,0.0,30.83752,0.05029,9,1,108028,0
1,0,1,6,68,0.0,11.61112,0.11479,1,3,109037,0
1,0,1,5,27,0.0,34.7437,0.05052,12,5,116009,0
1,0,1,3,55,0.0,31.42536,0.09608,1,3,107017,0
1,0,1,4,57,0.0,2.27559,0.09204,11,1,101086,0
1,0,1,2,27,0.0,21.49097,0.04867,47,1,105038,0
1,0,1,4,96,0.0,20.53833,0.24413,1,4,201100,0
1,0,1,6,96,0.0,15.07223,0.16124,4,2,117046,0
1,0,1,5,51,0.0,11.4642,0.11114,12,1,102018,0
1,0,1,10,131,145.34528,6.36476,0.2172,3,3,201032,0
1,0,1,4,37,0.0,35.64517,0.06721,5,3,110070,0
1,0,1,6,34,0.0,28.9952,0.06092,28,4,107041,0
1,0,1,4,39,0.0,27.80212,0.06968,1,3,120093,0
1,0,1,6,51,0.0,6.98619,0.08712,17,1,208095,0
1,0,1,2,24,0.0,49.96494,0.04626,27,1,106070,0
1,0,1,9,76,0.0,19.02866,0.12828,1,4,104058,0
1,0,1,5,42,0.0,33.17008,0.0764,10,5,107001,0
1,0,1,8,60,0.0,19.6042,0.10256,1,4,112058,0
1,0,1,27,22,0.0,12.59071,0.03801,13,11,101043,0
1,0,1,1,15,0.0,65.8362,0.4198,67,1,113100,0
1,0,1,4,160,0.0,10.06599,0.26336,3,3,110011,0
1,0,1,2,19,0.0,72.26784,0.03965,39,1,112005,0
1,0,1,6,111,167.70328,27.01566,0.18739,3,4,201037,0
1,0,1,7,55,0.0,41.18452,0.09861,17,6,105073,0
1,0,1,4,80,0.0,32.13443,0.13736,1,1,207032,0
1,0,1,4,51,0.0,11.34113,0.08789,1,1,208040,0
1,0,1,6,60,0.0,11.28684,0.10277,2,3,106046,0
1,0,1,6,76,0.0,13.99612,0.12816,8,1,118085,0
1,0,1,16,13,0.0,57.36636,0.023,82,1,101076,0
1,0,1,6,62,0.0,28.41043,0.10734,6,3,105000,0
1,0,0,27,0,0.0,24.91036,1.37045,9,7,104034,0
1,0,1,7,57,0.0,20.50524,0.09794,11,1,106007,0
1,0,1,2,26,0.0,32.23723,0.04811,32,1,110011,0
1,0,1,3,46,0.0,21.58258,0.08063,5,2,104067,0
0,1,0,5,0,163.22337,0.0,2.92578,0,0,115028,0
1,0,1,9,90,0.0,26.128,0.54067,4,4,110100,0
1,0,1,2,41,0.0,48.78997,0.07559,3,2,112027,0
1,0,1,7,103,0.0,16.12543,1.76598,5,5,204036,0
1,0,1,4,33,0.0,44.54276,0.06042,1,2,105065,0
1,0,1,4,43,0.0,58.73602,0.0805,8,4,112083,0
1,0,1,1,13,0.0,21.90579,0.02703,35,1,105028,0
0,0,0,0,13,159.31297,0.0,0.30011,0,0,401100,0
1,0,1,3,30,0.0,56.56769,0.0585,1,3,108028,0
1,0,1,4,37,0.0,30.18844,0.06558,33,1,105006,0
1,0,1,28,206,0.0,20.6923,0.59968,1,1,201015,0
1,0,1,2,23,0.0,28.86971,0.04272,46,2,111091,0
