timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,baro_pressure_pa,baro_alt_meter,xyz[0],xyz[1],xyz[2],q[0],q[1],q[2],q[3],roll_body,pitch_body,yaw_body,thrust_body[2],lat,lon,alt,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,cog_rad,x,y,z,vx,vy,vz,z_deriv,ax,ay,az,heading,evh,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],class
617291088,0.014149241,0.008496744,-0.0013775186,100546.0,65.05919,-0.09619277250000001,-0.1461710557,0.14763674899999998,-0.346399615,0.017516742749999998,-0.012259510625,0.9378173525,0.019639656499999998,0.010551973,-2.4490411,-0.25348483499999996,362048153.0,1382529221.0,41124.0,1.7490001,3.065,0.77,1.35,103.0,22.0,0.048,1.1893106,-0.314508835,0.20641881,-2.9309798000000002,-0.0653481365,0.0160017965,-0.09750582999999999,-0.07204796799999999,1.7968923499999998,2.48919993,-2.5525414,-2.43031585,0.16839605000000002,-0.1271161,0.1280462,0.9976676,0
617491088,0.030178193,0.024006618,-0.0062367073,100547.5,64.93236,0.12303067720999998,0.028869629199999997,0.168075537,-0.36196221749999996,0.02187457875,-0.010731483499999998,0.9318555775000001,0.019858457000000003,0.0306668005,-2.4490411,-0.26115811,362048153.0,1382529221.0,41124.0,1.7490001,3.065,0.77,1.35,103.0,22.0,0.048,1.1893106,-0.33131833,0.210138565,-2.9598798,-0.13585123,-0.005956646249999999,-0.292551905,-0.2650704,2.0251044499999997,-3.7860334,-1.027508788,-2.39655585,0.19246287,-0.115274556,0.1512663,0.9976676,0
617691088,0.043303948,0.036305904,-0.012520683,100548.0,64.89008,0.06810433161999999,0.1012693157,0.09814261140000001,-0.37454602,0.009760548125,-0.00559692505,0.9271278375,0.034408313999999995,0.033590400500000006,-2.4490411,-0.24959956500000002,362048153.0,1382529221.0,41124.0,1.7490001,3.065,0.77,1.35,103.0,22.0,0.048,1.1893106,-0.35423821499999997,0.210631185,-3.0195736,-0.1883374,0.0002931737000000001,-0.41116269,-0.37460411,-3.0224956,4.43967135,1.06531595,-2.3718767,0.214533975,-0.14783882,0.18609649,0.93042105,0
617891088,0.050975632,0.043667864,-0.018510325,100549.25,64.78703,0.055796596200000007,0.03383252155,0.04554756826,-0.38092045,0.0027371628,-0.0044784001249999995,0.9245904675000001,0.029385409,0.0308758375,-2.4490411,-0.262813195,362048158.0,1382529221.0,41112.0,1.7470001,3.061,0.77,1.35,103.0,35.0,0.055000003,1.1893106,-0.36502403,0.20538439,-3.07104835,-0.16034503,-0.020992686,-0.42289941,-0.36380412500000003,-2.5289176,0.24356075,2.78945115,-2.3591559,0.22928053999999998,-0.15375958,0.22382918,0.8759834,0
618091088,0.058011588,0.050759293,-0.024243848,100545.49,65.10147,-0.01896022237,0.0005403466000000002,0.011244254755,-0.38347771750000004,0.0012503390850000001,-0.003667743375,0.9235413775,0.020122816,0.02046129775,-2.4490411,-0.26225339000000003,362048158.0,1382529221.0,41112.0,1.7470001,3.061,0.77,1.35,103.0,35.0,0.055000003,1.1893106,-0.362552165,0.20344318,-3.1246966499999997,-0.104479505,-0.023407439000000002,-0.5132018300000001,-0.43089128,2.895455985,-0.1273711500000001,-0.22902309999999998,-2.35432185,0.23940234500000002,-0.16560113,0.2296342,0.80873686,0
618291088,0.06399796,0.05542136,-0.029364645,100548.0,64.89008,0.059235454119999996,-0.01536268656,-0.0309627741,-0.382594195,5.589783500000001e-05,-0.0013146119000000001,0.923913725,0.020318443,0.011944821750000001,-2.4490411,-0.261909575,362048158.0,1382529221.0,41112.0,1.7470001,3.061,0.77,1.35,103.0,35.0,0.055000003,1.1893106,-0.352052155,0.209792725,-3.197478,-0.074949119,-0.0009872995000000002,-0.6082644500000001,-0.5066111849999999,-5.5461623499999995,5.0042572,-0.2626971,-2.35668195,0.24179177000000002,-0.16560113,0.2296342,0.7478947,0
618491088,0.06612682,0.05921589,-0.033889044,100542.5,65.35249,-0.006634166899999999,-0.040800722039999994,-0.027106489900000003,-0.38022400000000006,0.0023505171285,0.0014357224601000002,0.92488814,0.008458714275000001,-1.589254999999996e-05,-2.4490411,-0.26083704500000005,362048158.0,1382529221.0,41112.0,1.7470001,3.061,0.77,1.35,103.0,35.0,0.055000003,1.1893106,-0.3341801,0.22010684000000003,-3.2814511,-0.009155298,-0.006754304,-0.719112905,-0.594788875,2.379126825,0.46386825,-3.20029925,-2.3623989,0.24047680999999999,-0.17152192,0.21802415,0.69345707,0
618691088,0.07009141,0.06236101,-0.03806944,100540.5,65.51895,-0.025552057,-0.0075832977999999995,-0.034221955899999996,-0.3772833925,0.0052183175,-0.00045972545500000005,0.9260821625,0.002442592735,-0.0031113418000000004,-2.4490411,-0.26835152500000004,362048158.0,1382529221.0,41112.0,1.7470001,3.061,0.77,1.35,103.0,35.0,0.055000003,1.1893106,-0.32095080499999995,0.22786578000000002,-3.3756406500000002,0.01436995925,-0.0049026528,-0.798248375,-0.6492849350000001,1.207409,1.5642935999999998,-2.00632277,-2.36857725,0.24282681,-0.16856152,0.20060904,0.6518283,0
618891088,0.075129785,0.06474365,-0.041845266,100541.5,65.43704,-0.007797557799999996,-0.0102939623,-0.041411357100000004,-0.373975575,0.00709667485,-0.0020390263075,0.9274069475,0.01074698615,0.0024715151,-2.4490411,-0.26859666,362048158.0,1382529219.0,41029.0,1.7500001,3.0690002,0.77,1.35,103.0,34.0,0.043,1.1893106,-0.31782531999999997,0.241028455,-3.4928605,0.0099306695,-0.01156801475,-0.91514805,-0.75068304,4.3285338,-7.7318940000000005,-2.20280685,-2.3753339,0.24965371999999997,-0.16264075,0.17448644,0.6166039,0
619091088,0.07855447,0.06732715,-0.044416312,100537.0,65.812256,-0.10526867379999998,0.0582806602,0.0435428446,-0.372829925,0.0046153649250000005,-0.0022033987,0.9278681775,-0.041503268499999996,-0.006466479000000001,-2.3799334,-0.252427555,362048158.0,1382529219.0,41029.0,1.7500001,3.0690002,0.77,1.35,103.0,34.0,0.043,1.1893106,-0.328770165,0.24914326,-3.6252855,0.0052451821499999995,0.00953377885,-1.00021905,-0.8158596,4.95936065,-1.2115912999999998,-0.298167875,-2.3769361,0.24373571500000002,-0.16560113,0.15997386,0.5557618,0
619291088,0.081606224,0.06817327,-0.04536028,100532.49,66.19011,-0.1388352292,-0.313127112,-0.35428993805000003,-0.367078885,0.014959640375,-0.010606605875,0.9299102875,0.0277997975,-0.060996919,-2.3799334,-0.16110456,362048158.0,1382529219.0,41029.0,1.7500001,3.0690002,0.77,1.35,103.0,34.0,0.043,1.1893106,-0.3355695,0.25493951,-3.72435625,0.06264771649999999,0.16427629000000002,-0.47796267,-0.26882438,0.37910745,2.7619635000000002,4.1679588,-2.39539275,0.2463359,-0.16264075,0.12224116,0.52694184,0
619491088,0.08292177,0.06932974,-0.043771423,100531.5,66.27466,0.407610279,0.01510504560000001,-0.923697604,-0.286255085,0.054323096,-0.006338024450000001,0.955949925,0.030129339999999998,-0.095303243,-2.3799334,-0.212014825,362048158.0,1382529219.0,41029.0,1.7500001,3.0690002,0.77,1.35,103.0,34.0,0.043,1.1893106,-0.31374855,0.30895467,-3.6451515,0.2116495,0.39812398,0.41556693499999997,0.636588115,0.690728915,-0.7914066299999999,-0.3784736500000001,-2.5763534999999997,0.247198205,-0.12119533,0.055483337,0.54615515,0
619691088,0.06608931,0.055893604,-0.0356677,100530.75,66.33807,0.02278775197000002,0.22064209999999998,0.1124478668,-0.2567614775,0.01158042325,0.0333055315,0.96580784,-0.00960799548,-0.010521614,-2.3799334,-0.20963178999999998,362048158.0,1382529219.0,41029.0,1.7500001,3.0690002,0.77,1.35,103.0,34.0,0.043,1.1893106,-0.27304874,0.34017694,-3.5328386,0.17858678,0.22177171,0.2976722,0.505933195,2.8122065999999997,-9.51726025,-0.8679027,-2.62081265,0.2579839,-0.16856152,0.119338654,0.514133,0
619891088,0.0620458,0.058342017,-0.02751412,100532.24,66.21124,-0.3490228315,0.536044871,0.348995359,-0.28061207499999996,-0.01203610785,-0.0029683683249999994,0.9594690925,-0.042381005,0.108121865,-2.3799334,-0.238287535,362048197.0,1382529190.0,40771.0,1.8240001,3.104,0.77,1.35,103.0,17.0,0.23700002,6.1633263,-0.18265711,0.31465241,-3.4768494,0.290422085,0.14559792,0.27527699,0.435120865,3.26145185,-2.65616325,-3.6331417999999998,-2.5661225500000002,0.26728907,-0.18632385,0.10772859,0.5077286,0
620091088,0.06405772,0.051638722,-0.02536162,100532.25,66.21124,-0.10319360505,-0.03237162349999999,0.36636195299999996,-0.3142256075,-0.0254210275,-0.02775753775,0.9485320525000001,-0.032529920500000004,0.11395973799999999,-2.3799334,-0.23069612,362048197.0,1382529190.0,40771.0,1.8240001,3.104,0.77,1.35,103.0,17.0,0.23700002,6.1633263,-0.06405443499999999,0.2885305,-3.4424588500000004,0.416755545,0.18439843500000003,0.320524545,0.42452755,2.09232746,-3.5624722999999996,1.7641676499999999,-2.49590755,0.27303095499999996,-0.21296732,0.09611855,0.4949197,0
620291088,0.065811865,0.055180162,-0.026858842,100532.49,66.19011,0.0334071041,-0.1250634055,0.29887190500000005,-0.34423845999999997,-0.03565597975,-0.0312321815,0.9376269,-0.0197385725,0.0166912785,-2.3799334,-0.23347151,362048197.0,1382529190.0,40771.0,1.8240001,3.104,0.77,1.35,103.0,17.0,0.23700002,6.1633263,0.053672370500000004,0.276042665,-3.4069076999999997,0.51148481,0.28301432,0.42246569,0.470925155,-2.13067128,2.476762,0.3351341,-2.43408705,0.277529045,-0.21888812,0.10772859,0.49171746,0
620491088,0.06944715,0.055330195,-0.030191727,100533.24,66.12933,0.2790228999,-0.6739777140000001,0.22865912100000002,-0.36809965250000004,0.013764847125,-0.0024203869249999994,0.92942089,0.080540195,-0.114092372,-2.3799334,-0.23909353,362048197.0,1382529190.0,40771.0,1.8240001,3.104,0.77,1.35,103.0,17.0,0.23700002,6.1633263,0.15430769500000002,0.27460260999999997,-3.3582418,0.535010935,0.25153578,0.5120013649999999,0.50878629,2.3867050499999998,-5.6813456,-1.3297051500000001,-2.38318705,0.28747201499999997,-0.15375958,0.119338654,0.52694184,0
620691088,0.07322078,0.06075738,-0.03423808,100531.5,66.27466,0.254095790946,-0.32378208899999994,0.1493744434,-0.38417224,0.04166561175,0.058200379999999996,0.9203751750000001,0.0698184855,-0.146864415,-2.3799334,-0.2370851,362048197.0,1382529190.0,40771.0,1.8240001,3.104,0.77,1.35,103.0,17.0,0.23700002,6.1633263,0.21573151000000002,0.239107795,-3.3066528,0.44508733,0.03884344,0.565813935,0.513415625,-1.37149585,-0.45102622000000003,0.7693224650000001,-2.35347665,0.27240579,-0.09455185,0.188999,0.5301441,0
620891088,0.07031449,0.068359986,-0.038546704,100536.5,65.85453,-0.5740910410000001,0.33075835437,0.086040513,-0.39151660250000003,0.05509784375000001,0.030650355999999997,0.9178111675,-0.079584292,-0.042839596349999995,-2.3799334,-0.23387541,362048196.0,1382529189.0,40477.0,1.8520001,3.131,0.77,1.35,103.0,24.0,0.27800003,6.1633263,0.22496201,0.14872998999999998,-3.2574149500000003,0.302745865,-0.22791941,0.63031215,0.52795238,0.56312725,3.61569695,1.9089901500000002,-2.33456835,0.252692245,-0.067908354,0.17738895,0.55255955,0
621091088,0.07295176,0.0708958,-0.042260233,100534.0,66.06327,-0.46659527700000003,0.5370229980000001,0.04578996109999999,-0.39378126500000005,0.029682388,-0.0391155165,0.9176189674999999,-0.13152364500000002,0.050932167,-2.3799334,-0.23858863,362048196.0,1382529189.0,40477.0,1.8520001,3.131,0.77,1.35,103.0,24.0,0.27800003,6.1633263,0.172785165,0.063730833,-3.2022869,0.083836708,-0.278422575,0.7120318999999999,0.56072238,-2.2488082,-1.3196262,0.7792983775,-2.33033835,0.245969415,-0.12415571,0.12224116,0.5557618,0
621291088,0.082829975,0.06796559,-0.04548574,100535.5,65.93909,0.60449854735,0.0733084988,0.01145529973,-0.394111455,0.0025222928500000007,-0.045039334,0.9177311275,0.04507867,0.055123979,-2.3799334,-0.27740924,362048196.0,1382529189.0,40477.0,1.8520001,3.131,0.77,1.35,103.0,24.0,0.27800003,6.1633263,0.09919219500000001,0.029087706499999998,-3.13802685,-0.0440499265,-0.155519945,0.72875088,0.534616335,-2.32071825,2.2956406,0.28751994999999997,-2.3314068499999996,0.240425045,-0.16856152,0.110631116,0.55896395,0
621491088,0.085573,0.07226991,-0.048717756,100535.74,65.917946,0.7137117519999999,0.13478482400000003,0.0043619445,-0.3937863075,-0.03846576575,0.01517203445,0.9180140000000001,0.16690043999999998,0.079557585,-2.3799334,-0.267744205,362048196.0,1382529189.0,40477.0,1.8520001,3.131,0.77,1.35,103.0,24.0,0.27800003,6.1633263,0.0373267675,0.0464329925,-3.11252575,0.027807522,-0.08964921549999999,0.35806578499999997,0.1254619585,1.9381048,-0.9207308000000003,-1.042519975,-2.3289803,0.23734403999999998,-0.19520502,0.2093166,0.5365485,0
621691088,0.07781813,0.06836015,-0.051213257,100536.0,65.896805,-0.16989869279999997,-0.291263642,-0.02206895628,-0.38950076250000004,-0.04514389825,0.0505542645,0.9184654650000001,0.0499160175,-0.0252900875,-2.3799334,-0.21360167000000002,362048196.0,1382529189.0,40477.0,1.8520001,3.131,0.77,1.35,103.0,24.0,0.27800003,6.1633263,0.045803773000000006,0.049827173,-3.1483489000000002,0.22833062,-0.15797666999999999,0.30993923,0.046095916,0.6176129,-3.3309992499999996,-0.08755435,-2.337692,0.227753765,-0.20408617,0.27897695,0.49812192,0
621891088,0.073772214,0.06659191,-0.052855305,100536.75,65.83339,-0.641682196,-0.33162041929999997,-0.0050042416025,-0.38695073750000003,0.011206222299999999,0.01843981985,0.921562555,-0.0477991085,-0.059426612,-2.3799334,-0.24491095499999999,362048192.0,1382529185.0,40434.0,1.858,3.154,0.77,1.35,103.0,15.0,0.078,6.1633263,0.061325974000000005,0.036383245,-3.1425826,0.2774703,-0.240738515,0.47722822,0.199829595,-1.10489145,-2.29740752,2.04874848,-2.3464049,0.21591323,-0.15968037,0.2296342,0.5557618,0
622091088,0.0856361,0.071353,-0.054649897,100539.5,65.60351,0.5657179065,0.1575340759,-0.0218123527,-0.38572597999999997,0.017527881749999998,0.013072316925,0.9221655249999999,0.14631297999999998,-0.0012758085000000013,-2.3799334,-0.240713235,362048192.0,1382529185.0,40434.0,1.858,3.154,0.77,1.35,103.0,15.0,0.078,6.1633263,0.045938945,0.017240922,-3.1255922,0.20611336,-0.29407479999999997,0.45810222,0.16901869,-3.8956913999999996,4.7229366,1.34077075,-2.3494945,0.20417952,-0.14783882,0.19770655,0.58778393,0
622291088,0.08337465,0.07533775,-0.056345187,100537.74,65.75148,0.42491901300000007,0.6806701549999999,-0.043863432,-0.3844965025,-0.040106975749999996,0.0547115495,0.9203458975,0.18088092,0.18903171,-2.3799334,-0.24478452,362048192.0,1382529185.0,40434.0,1.858,3.154,0.77,1.35,103.0,15.0,0.078,6.1633263,0.0230527665,-0.009369694,-3.11851525,0.312504605,-0.41088356000000004,0.44097428,0.137209885,3.54545218,-3.31778055,-0.29049881999999994,-2.3467461,0.202461535,-0.18336345,0.290587,0.54615515,0
622491088,0.08309476,0.071860455,-0.05818029,100535.5,65.93909,0.010614735900000005,0.2881454479,-0.06891630350000001,-0.38042280500000003,-0.11090922875,0.04777005000000001,0.91684179,0.15981998,0.160615555,-2.3799334,-0.245982985,362048192.0,1382529185.0,40434.0,1.858,3.154,0.77,1.35,103.0,15.0,0.078,6.1633263,0.0517943,-0.035473398,-3.1052699500000003,0.5985004,-0.42485375999999997,0.48782285999999997,0.17265940000000002,-5.3406155,1.4677638499999999,-0.737081065,-2.3401243999999997,0.19660529,-0.2840166,0.3283197,0.4949197,0
622691088,0.07986089,0.06705318,-0.059026837,100541.195,65.46082,-0.478785389,-0.584497572,0.002427232930000001,-0.3787413875,-0.078143289,0.033919292,0.92131558,0.028083614500000003,0.02403500885,-2.3799334,-0.302087355,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.15867287,-0.052037093,-3.08992615,0.96056775,-0.40777441999999997,0.42328675,0.100404968,2.01293315,0.9522340000000002,0.02471002499999997,-2.35564435,0.20037534,-0.26329392,0.3254172,0.5653685,0
622891088,0.083529904,0.07339878,-0.06047935,100543.25,65.28907,-0.6758169119999999,-0.370172338,-0.0032207819999999997,-0.3809882725,-0.005739497,-0.005610551625,0.9242970475000001,-0.14710727,-0.0429261705,-2.3799334,-0.23207774,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.31420257500000004,-0.08034925500000001,-3.11029425,1.0672129,-0.39390595,-0.014583658499999999,-0.32592481500000003,6.55392575,-7.5447391999999995,-4.38426165,-2.3591853499999997,0.20479387999999998,-0.14487843,0.2296342,0.7062659,0
623091088,0.08292206,0.07234554,-0.061502118,100539.75,65.582375,-0.573781605,-0.46588060099999995,-0.0382722487,-0.378482725,0.05301745149999999,-0.048709810250000006,0.922550025,-0.22837589,-0.15533945500000002,-2.3799334,-0.242961345,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.405931115,-0.091326138,-3.1522311,0.82291653,-0.28239482,0.08221949249999999,-0.204454585,1.7610048,0.766407,-0.388367025,-2.3581214,0.201943375,-0.053106423,0.10192357,0.7639059,0
623291088,0.08821551,0.0782293,-0.062636904,100539.5,65.60351,0.024360276599999987,0.07089606399999998,-0.020695415389999996,-0.3755048,0.09637145650000001,-0.06937906999999999,0.91916606,-0.149001405,-0.077913548,-2.3799334,-0.246241745,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.33817248,-0.0619315025,-3.15321825,0.30357201,-0.137834005,0.120912825,-0.127985265,-7.6424838,4.6781385,1.686574635,-2.35347105,0.19476352,0.059388287,-0.0025669478,0.80873686,0
623491088,0.09177234,0.080209464,-0.06327607,100546.0,65.05919,0.624744997,0.4897835840000001,0.004315985029,-0.376684515,0.046404965000000006,-0.04969650125,0.92356829,-0.007467426999999999,0.028677352000000003,-2.3799334,-0.248103245,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.152614615,-0.0131206752,-3.14234195,-0.11493585749999999,-0.027078415,0.139404415,-0.07138910500000001,0.2529882,0.01093944999999999,1.9256174499999998,-2.3643966499999998,0.194121705,0.020903254,0.023555681,0.795928,0
623691088,0.087832786,0.07626104,-0.064113244,100541.99,65.39477,0.3588544955,0.11601964900000002,-0.0009566620100000002,-0.37918996,-0.009797471825,-0.00278356465,0.925192625,0.0266288405,0.026982185,-2.3799334,-0.24535039,362048190.0,1382529182.0,40183.0,1.8820001,3.173,0.94,1.68,103.0,29.0,0.17400001,6.1633263,0.0033079499999999987,0.026943496,-3.12147035,-0.25604672,0.027643136,0.12151074249999999,-0.051092060499999994,2.032190275,-2.4503439449999997,-0.08060765000000003,-2.3628356999999998,0.192668165,-0.029423328,0.13385123,0.7703103,0
623891088,0.084746584,0.075695656,-0.06511986,100542.5,65.35249,0.08801031999644,0.042016645219999996,-0.00243625473,-0.3818977175,-0.016059675875,0.010620452,0.9239975975,0.039388355,0.0345005285,-2.3799334,-0.25391865,362048182.0,1382529186.0,40220.0,1.8550001,3.1350002,0.77,1.35,103.0,40.0,0.010000001,6.1633263,-0.0709642325,0.0407024985,-3.10230565,-0.22497008000000002,0.0221431395,0.071695855,-0.068515125,-0.6069905500000004,-2.38245658,-0.7172044,-2.3564135000000004,0.18938979,-0.029423328,0.1512663,0.7767147,0
624091088,0.083437376,0.07503091,-0.066268,100547.0,64.97464,-0.072589793305,0.01578919912,-0.026366193149999995,-0.384040145,-0.020439785,0.01035864335,0.9230288849999999,0.021475764,0.0239785975,-2.3799334,-0.23897473000000002,362048182.0,1382529186.0,40220.0,1.8550001,3.1350002,0.77,1.35,103.0,40.0,0.010000001,6.1633263,-0.076218743,0.030233505,-3.0952658499999997,-0.132793295,-0.0008197549999999997,0.030163420500000003,-0.085132975,3.6620858,-1.77712775,-0.5464625350000001,-2.35229305,0.18397652,-0.032383714,0.15997386,0.767108,0
624291088,0.08264932,0.07408707,-0.067045495,100544.24,65.20716,-0.0540522256,-0.0296424026,-0.0475822657,-0.384274565,-0.016280754499999998,0.006382633625,0.9230507000000001,0.01507231475,0.016236572499999997,-2.3799334,-0.244668915,362048182.0,1382529186.0,40220.0,1.8550001,3.1350002,0.77,1.35,103.0,40.0,0.010000001,6.1633263,-0.046216045,0.019981468,-3.0849948,-0.071717683,-0.0096196715,0.056631975,-0.0374474955,-1.4172371,-3.2432746999999997,-0.8636293500000001,-2.3524079,0.17758834,-0.014621392,0.14546129,0.7703103,0
624491088,0.082803085,0.073224366,-0.06771754,100546.25,65.038055,-0.0498393398,-0.0724612851,-0.0482588401,-0.384269,-0.0095586121,0.0025115937999999997,0.923164675,0.00286542698,0.00578187435,-2.3799334,-0.243164935,362048182.0,1382529186.0,40220.0,1.8550001,3.1350002,0.77,1.35,103.0,40.0,0.010000001,6.1633263,-0.015086291,0.0151942545,-3.07280395,-0.027818909,-0.0016573851499999998,0.0590701415,-0.017993896,-1.954180665,3.5349454000000002,0.430004715,-2.35262035,0.17009765500000001,0.00314093,0.1280462,0.767108,0
